,0
0,940.2246828870848
1,5824.27992164949
2,-3567.7246621323284
3,7478.227116269991
4,-1013.7907152513508
5,-10070.473860356957
6,3080.7010277390946
7,4365.96033890266
8,-592.1884210277349
9,1354.960608244408
10,-966.7446060795337
11,-95.01875375327654
12,722.3448733906262
13,-4766.419643733418
14,-1920.5230538302567
15,2436.8280484399293
16,-6983.2296731541865
17,-4630.078062355518
18,5716.155535865575
19,-4756.364834825508
20,4209.903905017301
21,8282.785634195665
22,-6113.123435544549
23,1807.0322090918198
24,-1690.8332521670964
25,19069.71201532986
26,7055.57934382814
27,15745.735336110927
28,-1629.713680751389
29,10349.282352405135
30,-9904.885292005958
31,-5213.244322605897
32,5026.88701896579
33,2737.7836320309434
34,3484.165156843839
35,9713.508768354543
36,18.493729155277833
37,-1571.7990545989014
38,6178.125446160557
39,11350.02771961037
40,-3812.8252864240203
41,-4187.264684497844
42,5339.980111096054
43,-3021.795173554914
44,-3770.6200612685643
45,-1255.9747938413639
46,2325.5298220841214
47,-6896.102491598111
48,10804.364822940202
