,0
530,1685665.077633644
531,1686781.811510126
532,1718266.3426695494
533,1701333.2424652749
534,1683156.333433923
535,1705989.933999828
536,1738069.6804739896
537,1701077.987655251
538,1705268.7574353858
539,1695163.8875991295
540,1671160.8870709387
541,1612848.5087863973
542,1626418.4160562225
543,1643171.2268485494
544,1661810.9815777382
545,1664090.6939189269
546,1678158.524022339
547,1684041.0929506102
548,1703056.4728202643
549,1695146.1805156737
550,1710374.0812362798
551,1718936.7073724023
552,1713146.9926501014
553,1725450.8344706958
554,1725839.064821598
555,1722170.6199564277
556,1723403.347180853
557,1726991.785068962
558,1723320.774988329
559,1723044.577802426
560,1717448.755002197
561,1724013.4485863736
562,1733205.9625998957
563,1746466.7036859093
564,1742281.7532956053
565,1737870.1746217948
566,1733903.2784403332
567,1766700.9262412356
568,1761078.5059989525
569,1770350.9496630772
570,1788283.690484744
571,1793237.6602905896
572,1792992.6925525893
573,1807218.551791076
574,1814645.5434257262
575,1794772.8985744247
576,1772687.8168259568
577,1776203.6800481123
578,1778760.611437917
579,1791773.2115450508
580,1782083.9530529557
581,1807980.5773628731
582,1786755.902751613
583,1777333.9394074627
584,1792707.5958381353
585,1792844.1085103713
586,1795446.1206578969
587,1790159.9521738193
588,1772170.8557165146
589,1769097.7957397476
590,1765868.1455909568
591,1760468.6359878555
592,1763918.7859441722
593,1779251.3368887308
594,1753421.9368083314
595,1748308.944061899
596,1736552.8703917812
597,1732764.9760593164
598,1722741.9164817377
599,1726790.679834205
600,1732470.7872542995
601,1714809.8494843373
602,1715563.5238920155
603,1725364.3724826684
604,1705599.6893170935
605,1711516.4254768905
606,1728433.3793657208
607,1735368.73053293
608,1744688.3961842523
609,1739173.6335977232
610,1740743.0755766628
611,1727373.5113559992
612,1753169.2372446128
613,1775787.6900057571
614,1782233.8147337327
615,1795021.9253215345
616,1824867.297975673
617,1832536.2218603978
618,1854731.8906536766
619,1845873.4101698764
620,1845025.270379672
621,1829207.7141481142
622,1819857.5769053828
623,1821977.3314805387
624,1819761.0886794936
625,1832656.3186905216
626,1828520.2599412864
627,1920624.1595904322
628,1906599.2820679806
629,1918667.362273602
630,1920295.6326235565
631,1904542.4589675234
632,1896151.4775844892
633,1878052.4465617246
634,1881697.6483536602
635,1880576.6235981218
636,1869756.2851865485
637,1840156.2470368145
638,1847845.102471305
639,1772904.1679548798
640,1787471.8754136595
641,1712316.428843124
642,1761875.988876706
643,1676448.925208101
644,1723661.8032974247
645,1737845.4539575253
646,1785543.7436113772
647,1767619.5184140685
648,1771042.2862387202
649,1694501.930025714
650,1635315.492269229
651,1649600.8244067843
652,1704662.7958724115
653,1731450.0967140603
654,1719005.0576222837
655,1753890.0155263853
656,1788288.14762857
657,1787663.3510436849
658,1783809.178432475
659,1767416.838455568
660,1732672.7535388009
661,1713833.2255120708
662,1739281.588572274
663,1718327.917850233
664,1676393.0771882571
665,1687283.6669152894
666,1697721.955850526
667,1735797.2868636486
668,1765023.5442443758
669,1794011.566717829
670,1792295.3737679797
671,1807613.7453869786
672,1787189.1778808157
673,1740098.1456941417
674,1747148.3694505058
675,1799769.1167999143
676,1831061.467250126
677,1825726.2507436022
678,1842292.5950378624
679,1797028.6630737612
680,1777283.846701166
681,1793275.9960505622
682,1815153.8488346604
683,1863725.9804059449
684,1868600.0266334391
685,1913936.8901171035
686,1899319.7144460222
687,1912354.418348406
688,1917366.4868902813
689,1954065.6054364636
690,1914639.279054939
691,1847132.1739915335
692,1831459.1286719837
693,1830658.1350688152
694,1877023.527509995
695,1885604.9778707628
696,1864953.8844699909
697,1882921.2940723377
698,1923730.827714835
699,1937471.3645655487
700,1906636.3581187676
701,1871437.5307836544
702,1899033.5269585063
703,1934127.8535916954
704,1924346.6933754312
705,1934274.2480793789
706,1935471.3794248844
707,1881193.5546722384
708,1892004.2783253556
709,1933961.317878836
710,1931244.3406983668
711,1945310.358083504
712,1920934.2763740409
713,1908540.2518608244
714,1904259.3955523244
715,1866413.826242388
716,1863829.7151100729
717,1829337.6618575675
718,1821110.509715251
719,1873223.0523803532
720,1861285.2773367115
721,1935057.2790077846
722,1947984.7139839495
723,1951244.7573403677
724,1964036.2795024605
725,1984194.670928228
726,1996007.4420686192
727,1968706.5511046888
728,1999430.6010407542
729,1974641.455995725
730,1963569.0782568506
731,1939122.9981358566
732,1926587.1240222608
733,1889131.4125192142
734,1881179.5493931952
735,1927165.6082510864
736,1870336.327071329
737,1876363.8131380153
738,1903762.8197633002
739,1905427.7023080308
740,1894630.6238593813
741,1917187.8766434141
742,1894180.7931990405
743,1919260.9296790445
744,1911934.6952989649
745,1904123.195571318
746,1882994.7946763814
747,1874182.844608259
748,1872657.635657278
749,1882857.2902176213
750,1867462.1245221957
751,1853127.9264711344
752,1862338.3712528409
753,1874022.1815131512
754,1868965.6658656287
755,1945626.3842850572
756,1958775.8815806517
757,1977023.0091965222
758,1976859.3568637918
759,1969578.2540152206
760,1964126.158597322
761,1982459.385284664
762,1984120.9056014637
763,1985335.4785617602
764,1975090.9883751557
765,1997095.6028658242
766,1988725.6304347415
767,1994153.3878301843
768,1989809.4679156083
769,1992689.6979685982
770,1984669.2630531283
771,1987328.7399697225
772,1982981.4414985438
773,1982164.6502356834
774,1992214.744101044
775,1997003.8470936655
776,1996767.3588372834
777,2000606.4518506452
778,2036394.3246879901
779,2038452.2441635104
780,2037247.6856826148
781,2040996.1193217412
782,2027598.589482468
783,2036286.425811394
784,2047715.8186286269
785,2065567.8642986794
786,2030784.3744557071
787,2036569.5110509791
788,2056358.3350717083
789,2064453.6391350916
790,2068003.2052296365
791,2096904.9088805132
792,2108059.3518294734
793,2121295.6597979013
794,2121034.810211504
795,2118968.2439293927
796,2104023.268634156
797,2108423.2299162154
798,2116397.113937531
799,2116177.3148676176
800,2140546.6555778915
801,2134377.1508198087
802,2136226.0477482993
803,2145120.654916126
804,2149011.9937108224
805,2157367.620742347
806,2157386.96633494
807,2122268.4156661024
808,2116868.25665693
809,2110175.603057023
810,2082731.6521826417
811,2086138.626491735
812,2114679.179525675
813,2088926.2795780373
814,2089454.0660679739
815,2136604.2044948186
816,2065873.7517831393
817,2059312.668574121
818,2060525.109151237
819,2050580.3503331083
820,2064720.9738619353
821,2099697.2806798997
822,2120039.7056802823
823,2132304.3172543915
824,2133927.8076161873
825,2143653.8739713235
826,2144352.887258682
827,2135605.2685076897
828,2112085.326749284
829,2099771.9647641643
830,2077156.7563756385
831,2073913.6155088155
832,2067913.3976379845
833,2073509.3680515771
834,2055008.917814567
835,2049808.2154238566
836,2055920.4678458816
837,2035082.1354856668
838,2015149.2263015944
839,2034753.001439982
840,2025887.6278022265
841,2018875.2190288021
842,2019208.9399198552
843,2001051.4699251384
844,2023054.9409628804
845,2002676.5364571912
846,1986606.747664697
847,1946186.6776971337
848,1941421.9421003356
849,1948177.5753033515
850,1997484.1099440078
851,2002045.6504080559
852,2009898.4348649946
853,1983039.8713938724
854,2004677.6741754296
855,1988929.3951519858
856,2009652.0829021763
857,2049837.250700904
858,2041587.011495238
859,2049077.654313801
860,2047860.0833997317
861,1992712.6736150605
862,1996381.6593714333
863,1987014.3361636277
864,1978501.7330769761
865,1989335.564271515
866,1973501.3946493405
867,2016778.5905893736
868,2019558.4451563372
869,2020909.181022356
870,2014364.3298059646
871,1975757.189325798
872,1958298.4751090168
873,1924725.7242581071
874,1914823.0345279218
875,1893427.744970266
876,1923671.9160424266
877,1911649.8702698362
878,1900769.7502933152
879,1946044.737129396
880,2015671.3572958775
881,1986583.2959446306
882,1969980.2995843512
883,1964847.1366161124
884,1972533.4258356516
885,2002576.4085923003
886,2027956.4923395324
887,2030838.9020875168
888,2023152.556844835
889,2015278.6901115857
890,2007444.2155743479
891,2048910.4373251984
892,2051135.7354782454
893,2062926.2278477123
894,2054102.5878249547
895,2047601.5478685535
896,2056173.4376194258
897,2053427.809284176
898,2046302.1982504688
899,2047574.6633066677
900,2072477.3397054763
901,2076515.6747638409
902,2069302.6508384098
903,2050390.1786423966
904,2036164.6409856353
905,2020267.23073086
906,2041363.3248341738
907,2020525.523728041
908,2012146.7761112899
909,2014377.7293093023
910,1997032.2301149939
911,2012284.0207018165
912,2008465.8357494983
913,2012996.1576000066
914,2054944.8839942042
915,2060319.3842183992
916,2074203.1797310687
917,2097061.5036643397
918,2102017.353755895
919,2129629.315972649
920,2134723.04025492
921,2137030.9037009105
922,2136112.9185074945
923,2130003.092595058
924,2127229.4291417743
925,2124428.742378665
926,2117860.239273186
927,2114255.653244163
928,2103334.5118718557
929,2122771.9744497975
930,2137570.0485470127
931,2168478.8601855855
932,2161760.1736688167
933,2168049.69977754
934,2167884.831136011
935,2169942.7498474084
936,2162238.8038788345
937,2143318.7245520605
938,2120876.0098850923
939,2120758.412379553
940,2140698.74341084
941,2151946.0100436267
942,2173417.028014962
943,2070716.9004674244
944,2013242.1032192588
945,1996319.902194107
946,2006826.373148541
947,1974058.7661149688
948,1968672.0374934885
949,1977520.85947033
950,1994312.9544406398
951,2006886.2294613854
952,2033809.095607018
953,1996121.7495876478
954,2002793.8607477255
955,2012831.2629812902
956,1972074.413744541
957,1961226.5332305431
958,1956735.3117048517
959,1952481.339773043
960,1942544.2380082156
961,1913356.2145159424
962,1916732.1730472373
963,1928109.4876335694
964,1963163.7883148734
965,1952052.5436290144
966,1963114.7703137395
967,1995821.8227521828
968,1989192.2723099429
969,1971965.3331162184
970,1980179.6819858986
971,1976211.5744383642
972,1961657.9219760452
973,1955696.7255978463
974,1954266.307349057
975,1948271.933160532
976,1958758.241615086
977,1981762.3369567047
978,1988682.8882973457
979,2004985.233999013
980,1992708.6806432554
981,1982868.7389443067
982,1979732.7129078726
983,1998820.7391363943
984,2020036.6246826048
985,2013167.7202904597
986,2010453.3757283902
987,1996357.4554933286
988,1985872.954855324
989,1981185.0308435299
990,1988417.5146483702
991,1958943.3089044166
992,1976934.17257112
993,2026176.914960084
994,2015416.7959285453
995,2003184.0082731023
996,1994329.8596425022
997,1991885.3524516886
998,1986467.608162741
999,1992742.732454739
1000,2008516.980189436
1001,1990555.9064321492
1002,1989246.4603744654
1003,1989829.2582705321
1004,2000799.6693172085
1005,2008677.6099557222
1006,2024270.85787443
1007,2108450.8025271967
1008,2106088.3773609377
1009,2112331.80647461
1010,2111262.81010974
1011,2102224.0468816883
1012,2097792.095781416
1013,2092406.351765772
1014,2113737.570230673
1015,2098972.242909629
1016,2091615.5060121925
1017,2074904.4895983203
1018,2062991.70829606
1019,2081617.2151794934
1020,2067240.848114055
1021,2066483.094501881
1022,2066767.248037991
1023,2062268.3695945148
1024,2074624.2103174732
1025,2069376.6508697637
1026,2059302.0619494894
1027,2049324.2619141205
1028,2077477.3549913494
1029,2041235.6062624757
1030,2057480.49835781
1031,2089595.7451753363
1032,2074556.300266975
1033,2095285.3017385383
1034,2118089.6531869015
1035,2132144.7871218696
1036,2150446.5444259653
1037,2160324.0899596107
1038,2170027.839316901
1039,2167647.9682827145
1040,2171964.888550514
1041,2186839.8769490705
1042,2224279.2198255323
1043,2215406.6952722883
1044,2198045.3498763447
1045,2200235.5744023537
1046,2216885.254306747
1047,2188244.58343373
1048,2186786.585324768
1049,2173061.9490192463
1050,2190267.7651115116
1051,2175316.143476201
1052,2199829.285988275
1053,2190359.9998600455
1054,2210524.276510024
1055,2192712.451467893
1056,2179300.9932674286
1057,2159491.4999291785
1058,2158684.5980371223
1059,2157863.4337240923
1060,2186153.6607669056
1061,2195573.8495728807
1062,2179861.398060395
1063,2157504.8057978596
1064,2185618.63890517
1065,2161784.316617838
1066,2136560.4559251093
1067,1964998.1509105153
1068,1943214.0361406524
1069,1981803.5346609682
1070,1982719.8289955817
1071,2005275.4278322724
1072,2008658.201632078
1073,2057343.2775965745
1074,2091319.7509535872
1075,2061553.798153436
1076,2089368.2156299413
1077,2111308.967182178
1078,2094057.2094571225
1079,2103228.621445385
1080,2115278.2389051896
1081,2099354.726357871
1082,2111520.298582737
1083,2091437.7009415228
1084,2099500.072185397
1085,2101049.299905019
1086,2114358.8907659063
1087,2152875.056113245
1088,2144531.69240224
1089,2155163.845231435
1090,2138159.066284606
1091,2129925.778408968
1092,2125959.684153685
1093,2146708.8225000007
1094,2147375.4332177793
1095,2161505.7326561864
1096,2147312.6248488566
1097,2157027.3947850154
1098,2128926.355595072
1099,2093639.2341910424
1100,2104719.6628164267
1101,2131244.975700588
1102,2117851.657659121
1103,2106813.3498309893
1104,2078255.6194850174
1105,2104623.3790972484
1106,2088373.2647591704
1107,2097240.09774821
1108,2116009.134063267
1109,2085674.0340342107
1110,2038063.042052616
1111,2019272.1851054572
1112,1999323.0068951405
1113,2014078.034896574
1114,2013210.3787479675
1115,2021394.211604464
1116,1975143.5048897879
1117,1977205.3595582983
1118,1979425.09759694
1119,1997319.115584447
1120,2014683.9605109578
1121,2015157.8835653686
1122,1977706.8768077462
1123,1987754.2861451406
1124,1994015.2057369966
1125,1986862.3570475082
1126,2006451.8861065705
1127,2004900.974096568
1128,2012302.926105922
1129,2047532.152972435
1130,2002458.9046460008
1131,2008222.9982319484
1132,2016982.5596037775
1133,2033240.9309594077
1134,2039565.878042386
1135,2040781.970795446
1136,2029161.5085962275
1137,2027055.1592496792
1138,2017135.6266265132
1139,2025602.0152950443
1140,2018941.8649846192
1141,2022406.0299844982
1142,1976850.950432367
1143,1952100.301946519
1144,1946237.275760171
1145,1944700.5990433176
1146,1957422.158036692
1147,1950746.7035205478
1148,1941515.9924316308
1149,1923178.834794509
1150,1918313.3983215517
1151,1906818.7420004872
1152,1910083.677271769
1153,1912527.248390266
1154,1916099.5375037661
1155,1918695.9122743239
1156,1911777.7345395326
1157,1890883.5041638464
1158,1885394.972623565
1159,1890124.3109041816
1160,1886235.0111159263
1161,1903307.2772145153
1162,1895083.834968439
1163,1905168.722044862
1164,1893749.4862964624
1165,1913946.2293264228
1166,1930572.4320112243
1167,1972484.226605082
1168,1972602.6327496585
1169,1987428.1127068654
1170,1997562.37451676
1171,1987953.2033012842
1172,2011121.2197348075
1173,2000828.683645424
1174,1966731.8713366638
1175,1975658.6875374394
1176,1965289.2421778326
1177,1960367.5517117265
1178,1967865.8983682112
1179,1934635.8396528359
1180,1916566.816097848
1181,1928582.1643837995
1182,1914305.0166596877
1183,1902889.1474276637
1184,1905693.2366052167
1185,1884389.1594062326
1186,1851078.1541704866
1187,1876927.5096455896
1188,1912199.0649739737
1189,1926584.740896822
1190,1935085.9324201564
1191,1911422.311155787
1192,1932811.1097053355
1193,1815246.7598437257
1194,1804833.6031681814
1195,1795496.6779596754
1196,1816447.400657504
1197,1823961.9854186005
1198,1844667.5417533796
1199,1835748.5181327115
1200,1840867.135151023
1201,1889261.7194937465
1202,1869124.9983977543
1203,1859503.0863364197
1204,1859977.198555632
1205,1870438.2111087525
1206,1845559.562350958
1207,1859457.387513488
1208,1867574.8063211602
1209,1867629.4388147986
1210,1897153.2991046451
1211,1898833.6658837562
1212,1903847.1910287726
1213,1890376.1387220297
1214,1900598.5951397428
1215,1913639.6447273628
1216,1921560.9732406086
1217,1920820.2751201019
1218,1910207.389472215
1219,1881308.3129938717
1220,1857316.585133705
1221,1840733.709837426
1222,1857654.2446058427
1223,1864831.2912308262
1224,1841776.693240769
1225,1827293.6710049843
1226,1823768.5624702831
1227,1827069.538521593
1228,1843738.489292804
1229,1841782.8952061424
1230,1838189.9870333944
1231,1818350.7878250491
1232,1799515.8713306894
1233,1793715.3021553187
1234,1845605.4462609992
1235,1824137.8129724269
1236,1855005.5301760212
1237,1870405.4929925837
1238,1868525.8586827486
1239,1890820.3109110284
1240,1901082.8178455518
1241,1923011.2672313831
1242,1920294.9753926967
1243,1933609.7982100975
1244,1945268.8059221094
1245,1924025.1655353417
1246,1935055.2248106617
1247,1928441.680376628
1248,1965894.1037698325
1249,1948251.717424386
1250,1942046.8727538704
1251,1940898.16034505
1252,1909005.256209421
1253,1927068.0852915174
1254,1945312.787203281
1255,1955384.1841341145
1256,1968707.8318747757
1257,1951923.662986219
1258,1889624.2448074797
1259,1893746.8359957119
1260,1862199.0057223157
1261,1844522.0879471959
1262,1834324.140791643
1263,1828827.6290481808
1264,1838217.2265989096
1265,1830652.9094162295
1266,1791290.382759323
1267,1791089.1377222952
1268,1805093.557467908
1269,1810276.2863540256
1270,1836881.470369009
1271,1835988.5279329075
1272,1862624.2034709856
1273,1867817.3261155048
1274,1883959.9309524877
1275,1902963.2692467244
1276,1897976.5146900518
1277,1895250.8860846825
