,0
0,114.6957688354887
1,-2025.1859202103224
2,-258.49364864686504
3,9264.396831308492
4,-5081.516561446944
5,-1032.7592488466762
6,4301.179488779511
7,7172.962788271951
8,-3440.202105341712
9,-10236.087979718577
10,-2823.67686235602
11,-913.0474910640623
12,16896.274791272124
13,3587.1362638906576
14,-3252.5237769824453
15,31571.02619597735
16,-8.75957504613325
17,7333.010014978237
18,-5875.212356104283
19,10330.184215808986
20,5392.054641442373
21,1084.029051175341
22,-81.85365471313708
23,-61.080302545335144
24,7408.196504158201
25,-19992.928722570417
26,611.3203444071114
27,-4432.693821811117
28,-10535.917875658255
29,-2548.7318844494876
30,11235.16827318957
31,-4239.183852264192
32,6448.35287731979
33,2191.4869793383405
34,10787.530043669045
35,4302.534822943155
36,-5851.907899059821
37,-8912.136183938477
38,9965.35948868026
39,-29066.575067676837
40,-3794.8476520839613
41,15410.59076446481
42,-6357.184426632244
43,10866.54761518864
44,7069.757052870002
45,13022.739696101984
46,-4870.177756145829
47,5197.14154441026
48,9917.767812413862
