,0
0,8476.339637979167
1,-506.9517256326508
2,2038.834051011363
3,-40.40076557663269
4,-4799.531185151311
5,2477.7035389950033
6,1505.9672618007753
7,-5682.242916618707
8,4663.301948234672
9,3851.8367883875035
10,-2518.4856853967067
11,2930.2068605928216
12,-4830.314488249831
13,-1362.1531339571811
14,7762.883943059482
15,998.947547751246
16,-20063.16140663484
17,2745.116739477031
18,-1242.5252239243127
19,160.72383999847807
20,250.57040062570013
21,697.0401231599972
22,353.3482679836452
23,-316.9988054065034
24,0.0
25,0.0
26,838.944405320799
27,-137.04903704114258
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-369.9905877385754
34,858.4518348609563
35,-199.01971168047749
36,-445.70545768295415
37,-1110.0049576731399
38,1998.1661337977275
39,-835.2510699378327
40,-1904.6236370566767
41,-1199.1959117883816
42,-2184.862758759642
43,2900.923579384107
44,-2377.27633278328
45,5616.9587607388385
46,-4100.679354021093
47,-773.88728766446
48,8381.784370341338
