,0
0,257.52977386605926
1,819.1548002623022
2,-92.15597759396769
3,-4282.945819647051
4,246.4130163588561
5,-610.2033766913228
6,1.3624833603389561
7,12373.66278520599
8,4073.189208984375
9,1786.8955918389838
10,-999.7305699058343
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,-97.63026757934131
29,-149.03657752112485
30,580.0577552902978
31,657.7792379439343
32,-10.938681086990982
33,-83.59012972284108
34,-3607.6775748659857
35,-1845.3515190079343
36,-3333.978120168438
37,-3385.7876602350734
38,-12252.453139063902
39,-2923.5690399771556
40,-9138.441069700755
41,5920.652230807813
42,-10396.621364774881
43,1773.8430828941055
44,-8944.597561980598
45,7380.13023411762
46,2058.477105653845
47,1795.5957222343422
48,-12028.738239342114
