,0
0,-2960.2700695302337
1,-85.89342559548095
2,1324.2702345154248
3,3159.442303888267
4,-45.80438757059164
5,1080.8110504818615
6,-6396.975363766309
7,371.9379830476828
8,276.4278741700109
9,14204.079911091132
10,-2330.3669573087245
11,-1345.2407772429287
12,-3160.6766005745158
13,9286.422729208367
14,-3116.5717031422537
15,4419.452673471998
16,-5726.77244555275
17,1634.631341285305
18,-2197.523810273735
19,622.8310777219012
20,-941.1020403213333
21,4245.022620609263
22,-6839.434272437589
23,178.27598719391972
24,-3660.487697355915
25,7088.934125516564
26,-5208.167575768894
27,-1694.761527187191
28,2189.6562413603533
29,3966.2430233678315
30,1299.1537341382354
31,-1050.0533217466436
32,-7601.599597243592
33,-25337.9613482703
34,14959.51597337448
35,-20459.522420127643
36,-3183.9673525630496
37,9475.807790472172
38,-5619.272341156844
39,2669.6517218367662
40,851.6987047151197
41,8139.659778067144
42,5871.727370214881
43,-9762.055693197995
44,-11569.576008199481
45,12492.23121090862
46,9960.689778973116
47,-7232.839117925614
48,8936.792955044657
